Temp,Humd,Label
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
27.0,17.0,1
27.0,17.0,1
27.0,17.0,1
27.0,17.0,1
27.0,17.0,1
27.0,17.0,1
27.0,17.0,1
27.0,17.0,1
27.0,17.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
27.0,17.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.028.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.028.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
30.0,15.0,1
30.0,15.0,1
30.0,15.0,1
30.0,15.0,1
30.0,15.0,1
30.0,15.0,1
30.0,15.0,1
30.0,15.0,1
30.0,15.0,1
30.0,15.0,1
30.0,15.0,1
30.0,15.0,1
30.0,15.0,1
30.0,15.0,1
30.0,15.0,1
30.0,15.0,1
30.0,15.0,1
30.0,15.0,1
30.0,15.0,1
30.0,15.0,1
30.0,15.0,1
30.0,15.0,1
30.0,15.0,1
30.0,15.0,1
30.0,15.0,1
30.0,15.0,1
30.0,15.0,1
30.0,15.0,1
30.0,15.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
29.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
28.0,16.0,1
